id,homeTacklesTotalHT,homeShotsTotalHT,awayDispossessedFT,awayPassSuccessFT,awayRatingsFT,awayDribbleSuccessFT,awayDribblesAttemptedHT,awayTeamLineUp,awayShotsBlockedHT,awayShotsTotalHT,homeDribbleSuccessHT,homeFoulsCommitedFT,homeAerialsTotalFT,homeRatingsHT,awayShotsOnTargetFT,awayShotsBlockedFT,homeInterceptionsHT,awayPossessionHT,homePassesKeyFT,awayShotsOnTargetHT,awayDribblesWonFT,awayTackleSuccessHT,homeCornersTotalFT,homeAerialsTotalHT,homeShotsBlockedFT,awayCornersTotalHT,homeCornersTotalHT,homeDribbleSuccessFT,homeTeamLineUp,awayPassSuccessHT,awayDribblesWonHT,homeDispossessedHT,awayAerialsTotalFT,homeShotsBlockedHT,awayPassesKeyFT,homeTackleSuccessHT,awayPassesKeyHT,homeFormation,awayInterceptionsHT,awayDispossessedHT,refereeName,homeDribblesWonHT,homePossessionFT,awayAerialsTotalHT,awayGoalHT,awayManagerName,awayInterceptionsFT,homeDribbledPastFT,homeGoalHT,awayDribbleSuccessHT,homeGoalFT,awayTacklesTotalHT,homeDribblesWonFT,awayTackleSuccessFT,awayTeam,homeDispossessedFT,awayOffsidesCaughtFT,awayDribbledPastFT,homeShotsOnTargetHT,awayFormation,awayOffsidesCaughtHT,homeDribbledPastHT,awayFoulsCommitedHT,homeShotsTotalFT,homePassSuccessFT,homeFoulsCommitedHT,awayCornersTotalFT,homeTeam,homeManagerName,awayFoulsCommitedFT,homeShotsOnTargetFT,homeDribblesAttemptedHT,awayRatingsHT,homeOffsidesCaughtHT,homeTacklesTotalFT,awayDribbledPastHT,awayGoalFT,homePassesKeyHT,homeOffsidesCaughtFT,homePossessionHT,venueName,awayDribblesAttemptedFT,homeInterceptionsFT,homePassSuccessHT,date,awayTacklesTotalFT,homeRatingsFT,homeDribblesAttemptedFT,homeTackleSuccessFT,awayPossessionFT,awayShotsTotalFT,division
1,14,3,8,75.38,6.12,22,10,"Vicente Guaita,Damián Suárez,Santiago Vergini,Alexis,Vigaray,Mehdi Lacen,Juan Rodríguez,Pedro León,Pablo Sarabia,Víctor Rodríguez,Álvaro Vázquez",0,6,83.33,19,29,6.37,3,3,7,61.7,4,2,6,64.29,4,14,1,2,3,55.56,"Pau López,Anaitz Arbilla,Álvaro González,Raíllo,Rubén Duarte,Javi López,Víctor Sánchez,Paco Montañés,Salva Sevilla,Víctor Álvarez,Felipe Caicedo",72.06,2,5,29,0,7,85.71,3,4231,4,4,Jesús Gil Manzano,3,34.12,14,0,Fran Escribá,13,6,1,20,1,9,6,72.22,Getafe,11,2,6,2,4231,2,2,7,5,52.09,12,6,Espanyol,Sergio González,14,2,4,5.98,4,35,3,0,2,5,38.3,Power8 Stadium,27,14,56.16,22-08-15,23,6.57,12,82.81,65.88,13,La_Liga
2,11,7,2,58.67,6.44,26.32,9,"Gerónimo Rulli,Zaldúa,Diego Reyes,Iñigo Martínez,Alberto De la Bella,Xabi Prieto,Rubén Pardo,Markel Bergara,Bruma,Jonathas,Carlos Vela",4,6,0,16,33,6.14,2,6,8,36.44,11,1,6,100,5,13,5,2,2,21.43,"Germán Lux,Laure,Sidnei,Alberto Lopo,Fernando Navarro,Celso Borges,Pedro Mosquera,Juanfran,Faycal Fajr,Cani,Lucas Pérez",66.89,1,8,33,1,6,90,4,4231,3,2,Antonio Miguel Mateu Lahoz,0,57.33,13,0,David Moyes,9,6,0,11.11,0,12,2,91.18,Real Sociedad,12,2,2,2,442,1,1,5,16,68.57,5,4,Deportivo,Víctor Sánchez del Amo,10,5,4,6.18,1,24,0,0,6,2,63.56,Riazor,22,16,72.87,22-08-15,21,6.34,9,75,42.67,9,La_Liga
3,7,7,0,56.12,6.29,32.5,7,"Raúl Lizoain,David Simón,Antolin Alcaraz,Aythami,Pedro Bigas,Dani Castellano,Roque,Hernán,Javi Castellano,Jonathan Viera,Sergio Araujo",0,1,64.29,11,38,6.34,1,3,13,38.84,9,0,7,69.7,4,20,3,0,2,53.33,"Jan Oblak,Juanfran,Giménez,Diego Godín,Filipe Luis,Óliver Torres,Tiago,Gabi,Koke,Jackson Martínez,Antoine Griezmann",55.77,3,7,38,1,5,57.14,0,442,9,0,Eduardo Prieto Iglesias,6,58.29,20,0,Paco Herrera,16,7,1,42.86,1,16,12,72.67,Las Palmas,15,0,12,2,541,0,3,6,14,74.28,5,4,Atletico,Diego Simeone,16,3,9,6.1,0,22,6,0,5,0,61.16,Vicente Calderón,22,19,77.03,22-08-15,36,6.51,21,67.5,41.71,8,La_Liga
4,19,5,11,59.31,6.45,42.11,14,"Mat Ryan,João Cancelo,Shkodran Mustafi,Rúben Vezo,Lucas Orban,Rodrigo de Paul,Javi Fuego,Danilo,Santi Mina,Álvaro Negredo,Pablo Piatti",0,5,12.5,19,41,6.24,4,2,6,48.82,7,3,10,96.67,3,19,3,2,0,35.19,"Toño,Tito,Zé Castro,Diego Llorente,Nacho,Patrick Ebert,Roberto Trashorras,Raúl Baena,Bebé,Manucho,Miku",58.53,7,8,41,1,7,63.33,4,442,10,5,Alberto Undiano Mallenco,1,52.94,19,0,Nuno Espírito Santo,17,10,0,50,0,13,5,83.33,Valencia,11,1,5,3,433,1,7,3,8,63.69,10,3,Rayo Vallecano,Paco Jémez,11,3,5,6.29,0,34,1,0,5,0,51.18,Campo de Fútbol de Vallecas,23,17,69.81,22-08-15,24,6.43,13,71.43,47.06,10,La_Liga
5,13,5,10,70.35,6.49,69.44,9,"Claudio Bravo,Dani Alves,Javier Mascherano,Thomas Vermaelen,Jordi Alba,Ivan Rakitic,Sergio Busquets,Andrés Iniesta,Lionel Messi,Luis Suárez,Rafinha",3,7,60,16,33,6.18,4,3,6,71.68,7,2,16,57.14,2,10,3,2,2,40,"Gorka Iraizoz,De Marcos,Aymeric Laporte,Elustondo,Balenziaga,Mikel Rico,Beñat,Markel Susaeta,Eraso,Sabin,Aduriz",81.46,7,3,33,3,7,48.48,4,4231,9,4,Carlos del Cerro Grande,3,37.36,10,0,Luis Enrique,17,16,0,75,0,9,4,77.78,Barcelona,12,4,4,1,433,0,7,7,8,53.23,9,4,Athletic Club,Ernesto Valverde,11,2,6,6.19,2,32,3,1,4,4,28.32,San Mamés,22,16,52.2,23-08-15,23,6.26,11,54.94,62.64,10,La_Liga
6,21,3,19,82.43,6.6,58,11,"Keylor Navas,Danilo,Raphael Varane,Sergio Ramos,Marcelo,Luka Modric,Toni Kroos,Isco,Gareth Bale,Cristiano Ronaldo,Jesé",2,10,0,20,26,6.18,8,5,8,56.8,2,2,19,100,2,15,2,1,0,12.5,"Iván Cuéllar,Alberto Lora,Bernardo,Luis Hernández,Isma López,Carlos Carmona,Sergio Álvarez,Nacho Cases,Jony,Antonio Sanabria,Guerrero",80.55,6,5,26,0,19,75,6,442,14,10,Javier Estrada Fernández,0,35.97,15,0,Rafael Benítez,25,19,0,55.56,0,7,4,93.75,Real Madrid,11,1,4,0,4231,0,6,2,6,55.18,9,5,Sporting Gijon,Abelardo Fernández,4,0,2,6.31,1,51,0,0,1,2,43.2,El Molinón,32,16,61.75,23-08-15,25,6.36,14,65.77,64.03,27,La_Liga
7,12,5,6,82.15,6.57,50,7,"Rubén Blanco,Hugo Mallo,Cabral,Fontàs,Jonny,Augusto Fernández,Pablo Hernández,Daniel Wass,Orellana,Iago Aspas,Nolito",1,7,40.91,12,31,6.14,6,3,10,67.68,5,2,7,71.88,4,15,2,2,2,40.62,"Rubén Martínez,Iván López,Simao Mate,Juanfran,Ángel Trujillo,Toño,Víctor Camarasa,José Mari,Verza,Nabil Ghilas,Deyverson",85.75,3,5,31,1,10,75,7,532,5,5,Ricardo de Burgos Bengoetxea,6,39.67,15,1,Eduardo Berizzo,13,7,0,42.86,1,18,9,75,Celta Vigo,10,0,9,1,433,0,3,7,11,57.94,7,6,Levante,Lucas Alcaraz,17,2,13,6.26,0,20,6,2,2,0,32.32,Ciutat de Valencia,14,20,51.36,23-08-15,31,6.31,21,65,60.33,15,La_Liga
8,17,6,13,55.89,6.51,47.22,7,"Alphonse Areola,Mario,Víctor Ruiz,Eric Bailly,Jaume Costa,Nahuel,Bruno,Tomás Pina,Samu Castillejo,Leo Baptistao,Roberto Soldado",0,3,71.43,11,36,6.23,4,0,10,40.34,11,2,7,59.09,7,17,3,3,2,62.5,"Antonio Adán,Cristiano Piccini,Germán Pezzella,Bruno,Juan Vargas,Álvaro Cejudo,Alfred N'Diaye,Xavi Torres,Francisco Portillo,Jorge Molina,Rubén Castro",55.11,2,6,36,1,7,89.74,3,442,8,10,Iñaki Vicandi Garrido,5,63.64,17,1,Marcelino García Toral,14,7,0,28.57,1,13,13,58.62,Villarreal,11,2,13,0,442,1,2,10,22,69.05,3,5,Real Betis,Pepe Mel,26,6,7,6.24,1,27,5,1,1,1,59.67,Benito Villamarín,14,20,65.64,23-08-15,32,6.37,21,76.19,36.36,8,La_Liga
9,11,5,8,60.18,6.69,43.75,9,"Xabi Irureta,Ander Capa,Mauro Dos Santos,Iván Ramis,Antonio Luna,Dani García,Adrián,Keko,Gonzalo Escalante,Saúl Berjón,Sergi Enrich",2,7,27.78,5,36,6.06,4,2,9,35.27,7,3,8,83.33,6,15,1,2,2,41.18,"Andrés Fernández,Dimitri Foulquier,Jean-Sylvain Babin,Diego Mainz,Salva Ruiz,Rubén Pérez,Javi Márquez,Robert Ibáñez,Rubén Rochina,Piti,Youssef El-Arabi",55.11,4,6,36,0,7,60,4,4231,10,2,Ignacio Iglesias Villanueva,4,58.76,15,2,José Luis Mendilibar,16,8,0,44.44,1,18,9,75.64,Eibar,11,3,9,2,4231,0,4,12,12,67.55,3,5,Granada,José Ramón Sandoval,23,6,12,6.43,1,25,4,3,2,1,64.73,Los Cármenes,17,22,71.5,24-08-15,32,6.18,21,69.57,41.24,10,La_Liga
10,21,6,22,58.93,6.41,11.11,7,"Pau López,Anaitz Arbilla,Álvaro González,Raíllo,Rubén Duarte,Paco Montañés,Víctor Sánchez,Javi López,Víctor Álvarez,Felipe Caicedo,Gerard Moreno",0,2,25,10,36,6.09,3,0,4,40.26,11,1,1,87.5,2,15,2,1,0,33.93,"Alphonse Areola,Mario,Víctor Ruiz,Eric Bailly,Jaume Costa,Nahuel,Manu Trigueros,Tomás Pina,Samu Castillejo,Leo Baptistao,Roberto Soldado",59.47,1,6,36,1,5,96.67,2,442,7,14,Carlos Velasco Carballo,4,57.28,15,1,Sergio González,14,1,0,16.67,3,15,9,77.38,Espanyol,8,1,9,1,442,0,1,8,14,71.74,4,3,Villarreal,Marcelino García Toral,20,4,9,6.31,0,32,4,1,6,5,59.74,El Madrigal,10,10,75.29,28-08-15,28,6.36,20,97.92,42.72,5,La_Liga
11,7,4,5,58.01,6.34,30.77,4,"Iván Cuéllar,Alberto Lora,Bernardo,Luis Hernández,Isma López,Carlos Carmona,Sergio Álvarez,Nacho Cases,Jony,Antonio Sanabria,Guerrero",1,4,50,10,32,6.14,2,2,8,35.13,9,1,4,72.22,6,9,2,0,2,54.17,"Gerónimo Rulli,Aritz Elustondo,Diego Reyes,Iñigo Martínez,Alberto De la Bella,Asier Illarramendi,Rubén Pardo,Xabi Prieto,Carlos Vela,Bruma,Jonathas",54.39,1,5,32,0,3,85.71,2,4231,13,3,José María Sánchez Martínez,3,57.27,9,0,Abelardo Fernández,23,4,0,25,0,12,9,69.05,Sporting Gijon,11,2,9,1,442,2,1,8,12,74.75,5,4,Real Sociedad,David Moyes,15,1,7,6.18,0,18,3,0,3,2,64.87,Anoeta,13,22,76.51,29-08-15,27,6.34,16,77.78,42.73,7,La_Liga
12,9,8,10,50.57,6.34,44.44,3,"Carlos Kameni,Roberto Rosales,Marcos Angeleri,Weligton,Miguel Torres,Ricardo Horta,Fernando Tissone,Recio,Juan Carlos,Duje Cop,Nordin Amrabat",0,2,32.22,4,17,6.28,1,0,6,31.51,19,1,4,70.83,15,6,3,2,7,49.41,"Claudio Bravo,Sergi Roberto,Javier Mascherano,Thomas Vermaelen,Jordi Alba,Ivan Rakitic,Sergio Busquets,Andrés Iniesta,Lionel Messi,Luis Suárez,Neymar",42.25,1,2,17,1,3,91.67,1,433,9,6,Santiago Jaime Latre,9,69.93,6,0,Javier Gracia,21,4,0,33.33,1,24,21,61.62,Malaga,8,3,21,5,442,2,1,10,22,83.3,2,2,Barcelona,Luis Enrique,21,13,22,6.17,0,20,9,0,7,4,68.49,Camp Nou,10,10,77.83,29-08-15,47,6.66,39,78.12,30.07,4,La_Liga
13,17,6,12,60.02,6.1,47.22,9,"Toño,Quini,Zé Castro,Diego Llorente,Nacho,Roberto Trashorras,Raúl Baena,Lass,Patrick Ebert,Bebé,Manucho",0,0,40,7,28,6.34,0,1,6,42.22,10,0,9,75,5,18,3,2,1,45,"Sergio Álvarez,Hugo Mallo,Cabral,Fontàs,Jonny,Augusto Fernández,Pablo Hernández,Daniel Wass,Orellana,Iago Aspas,Nolito",55.32,4,2,28,1,3,76.92,0,433,11,8,Juan Martínez Munuera,2,59.63,18,0,Paco Jémez,26,9,1,44.44,3,7,5,75,Rayo Vallecano,8,7,5,4,4231,2,4,5,11,83.36,5,4,Celta Vigo,Eduardo Berizzo,11,7,5,6,3,31,2,0,6,7,57.78,Balaídos,19,14,77.41,29-08-15,20,6.64,12,68.75,40.37,3,La_Liga
14,10,9,8,65.15,5.87,60.71,9,"Antonio Adán,Cristiano Piccini,Germán Pezzella,Bruno,Francisco Molinero,Álvaro Cejudo,Alfred N'Diaye,Xavi Torres,Juan Vargas,Rubén Castro,Dani Ceballos",1,3,31.25,12,11,6.53,1,3,7,35.01,16,0,10,68.75,11,6,4,3,4,46.43,"Keylor Navas,Danilo,Raphael Varane,Sergio Ramos,Marcelo,Luka Modric,Toni Kroos,James Rodríguez,Gareth Bale,Cristiano Ronaldo,Karim Benzema",61.69,6,1,11,1,5,38.89,3,4231,5,2,Alejandro José Hernández Hernández,5,67.37,6,0,Pepe Mel,12,10,2,68.75,5,12,9,53.57,Real Betis,2,0,9,5,442,0,6,9,21,86.96,5,4,Real Madrid,Rafael Benítez,14,11,11,5.89,3,23,5,0,6,3,64.99,Santiago Bernabéu,16,10,90.21,29-08-15,19,6.97,17,55.26,32.63,7,La_Liga
15,12,5,21,63.4,6.19,55.56,5,"Gorka Iraizoz,Eneko Bóveda,Aymeric Laporte,Etxeita,Íñigo Lekue,Elustondo,Beñat,De Marcos,Eraso,Ibai Gómez,Aduriz",0,0,55.56,14,51,6.35,1,3,14,45.31,7,0,5,67.86,11,29,1,2,6,40.62,"Asier Riesgo,Ander Capa,Mauro Dos Santos,Iván Ramis,Antonio Luna,Gonzalo Escalante,Dani García,Keko,Adrián,Saúl Berjón,Sergi Enrich",57.01,2,6,51,1,5,81.82,0,4231,6,7,David José Fernández Borbalán,5,47.9,29,0,Ernesto Valverde,11,5,1,40,2,16,7,76.92,Athletic Club,12,1,7,4,4231,0,2,8,9,62.75,5,4,Eibar,José Luis Mendilibar,13,8,10,6.16,2,30,5,0,3,3,54.69,Ipurúa,9,20,61.81,30-08-15,30,6.72,18,84,52.1,9,La_Liga
16,10,2,6,62.08,6.44,40,6,"Germán Lux,Laure,Sidnei,Alejandro Arribas,Fernando Navarro,Celso Borges,Pedro Mosquera,Juanfran,Luis Alberto,Faycal Fajr,Lucas Pérez",2,8,0,13,37,6.15,3,3,5,46.5,9,1,6,100,5,19,3,4,2,28.57,"Mat Ryan,Antonio Barragán,Shkodran Mustafi,Rúben Vezo,José Gayá,Rodrigo de Paul,Javi Fuego,Danilo,Santi Mina,Álvaro Negredo,Rodrigo",71.61,1,4,37,1,9,88.89,6,433,15,4,José Luis González González,0,54.5,19,1,Víctor Sánchez del Amo,28,6,1,20,1,8,6,78.95,Deportivo,5,1,6,1,4231,1,1,11,12,68.41,6,7,Valencia,Nuno Espírito Santo,16,6,4,6.23,0,22,0,1,1,4,53.5,Mestalla,16,17,66.44,30-08-15,21,6.37,16,68.42,45.5,12,La_Liga
17,13,6,7,58.36,6.83,58.33,11,"Jan Oblak,Juanfran,Giménez,Diego Godín,Jesús Gámez,Óliver Torres,Tiago,Gabi,Koke,Antoine Griezmann,Fernando Torres",2,8,44.44,17,42,6.16,7,3,2,39.36,16,3,11,75.64,11,26,12,1,2,42.11,"Beto,Coke,Adil Rami,Daniel Carriço,Benoît Trémoulinas,Grzegorz Krychowiak,Vicente Iborra,Vitolo,Éver Banega,Reyes,Fernando Llorente",60.05,8,10,42,0,13,37.5,6,4231,11,2,Carlos Clos Gómez,5,63.1,26,1,Diego Simeone,16,11,0,73.81,0,21,10,74.36,Atletico,15,0,10,5,442,0,8,7,25,76.57,11,1,Sevilla,Unai Emery,13,7,11,6.45,0,25,5,3,5,0,60.64,Ramón Sánchez Pizjuán,18,6,78.91,30-08-15,37,6.28,22,53.12,36.9,17,La_Liga
18,9,4,5,54.42,6.64,24.44,8,"Andrés Fernández,Miguel Lopes,Jean-Sylvain Babin,Lombán,Cristiano Biraghi,Rene Krhin,Rubén Pérez,Success,Javi Márquez,Rubén Rochina,Youssef El-Arabi",1,8,16.67,16,24,5.94,4,2,5,47.7,8,4,5,86.36,6,8,5,4,0,37.5,"Vicente Guaita,Damián Suárez,Alexis,Emiliano Velázquez,Vigaray,Mehdi Lacen,Álvaro Medrán,Pedro León,Emi,Víctor Rodríguez,Álvaro Vázquez",63.37,3,3,24,1,4,66.67,4,4231,6,1,Eduardo Prieto Iglesias,2,60.54,8,2,José Ramón Sandoval,13,5,0,37.5,1,14,12,71.67,Granada,12,3,12,0,4231,1,3,6,16,73.29,9,6,Getafe,Fran Escribá,15,4,11,6.35,0,22,2,2,2,0,52.3,Coliseum Alfonso Pérez,17,11,68.83,30-08-15,42,6.01,30,81.67,39.46,9,La_Liga
19,17,6,10,47.9,6.41,58.82,10,"Rubén Martínez,Iván López,Zouhair Feddal,Juanfran,Ángel Trujillo,Toño,Verza,José Mari,Víctor Camarasa,Nabil Ghilas,Deyverson",0,3,55.56,14,50,6.2,2,0,9,39.77,10,2,11,67.31,3,22,4,0,0,52.94,"Javi Varas,David Simón,Antolin Alcaraz,Aythami,Pedro Bigas,Dani Castellano,Juan Emmanuel Culio,Hernán,Roque,Jonathan Viera,Sergio Araujo",53.99,5,10,50,2,2,71.88,2,532,14,7,Pedro Jesús Pérez Montero,7,63.18,22,0,Lucas Alcaraz,22,11,0,50,0,21,11,69.79,Levante,15,2,11,0,532,1,5,4,16,67.05,7,0,Las Palmas,Paco Herrera,21,2,11,6.22,1,30,7,0,4,4,60.23,Gran Canaria,20,15,61.77,30-08-15,35,6.43,20,62.96,36.82,3,La_Liga
20,10,1,8,63.35,6.53,75,7,"Beto,Coke,Timothée Kolodziejczak,Marco Andreolli,Benoît Trémoulinas,Vitolo,Steven N'Zonzi,Grzegorz Krychowiak,Gaël Kakuta,Kevin Gameiro,Fernando Llorente",0,3,57.14,12,47,6.03,3,2,10,47.75,9,2,10,55.56,5,27,3,1,2,61.54,"Rubén Martínez,Morales,Zouhair Feddal,Juanfran,Ángel Trujillo,Toño,Verza,Víctor Camarasa,José Mari,Nabil Ghilas,Deyverson",68.64,6,2,47,0,7,44.44,3,532,8,3,Ignacio Iglesias Villanueva,4,50.76,27,1,Unai Emery,13,10,0,83.33,1,9,8,57.89,Sevilla,7,2,8,1,442,0,6,6,14,62.9,2,4,Levante,Lucas Alcaraz,8,4,7,6.36,0,21,4,1,1,1,52.25,Ciutat de Valencia,13,18,64.05,11-09-15,21,6.25,14,52.63,49.24,8,La_Liga
21,11,7,8,80,7.13,50,5,"Keylor Navas,Daniel Carvajal,Pepe,Sergio Ramos,Marcelo,Casemiro,Luka Modric,Isco,Gareth Bale,Cristiano Ronaldo,Karim Benzema",0,7,43.75,19,15,5.76,8,2,2,42.8,12,5,7,75,5,7,5,0,3,35.71,"Pau López,Anaitz Arbilla,Michael Ciani,Álvaro González,Rubén Duarte,Salva Sevilla,Víctor Sánchez,Javi López,Víctor Álvarez,Felipe Caicedo,Gerard Moreno",81.03,1,5,15,3,11,90.91,5,442,5,6,Iñaki Vicandi Garrido,4,53.02,7,4,Rafael Benítez,15,7,0,20,0,14,6,76.32,Real Madrid,6,4,6,2,4231,4,1,4,14,81.27,10,6,Espanyol,Sergio González,10,3,9,6.75,0,21,4,6,7,0,57.2,Power8 Stadium,13,14,79.95,12-09-15,23,5.8,17,70,46.98,15,La_Liga
22,7,8,7,67.4,6.3,58.33,2,"Gerónimo Rulli,Aritz Elustondo,Diego Reyes,Mikel González,Alberto De la Bella,Rubén Pardo,Asier Illarramendi,Bruma,Carlos Vela,Xabi Prieto,Jonathas",2,4,50,12,30,6.26,3,5,12,47.01,9,1,9,77.78,2,14,1,0,2,42.86,"Antonio Adán,Cristiano Piccini,Heiko Westermann,Bruno,Juan Vargas,Joaquín,Petros,Alfred N'Diaye,Francisco Portillo,Jorge Molina,Rubén Castro",58.83,2,6,30,1,12,75,3,442,9,5,Alfonso Javier Álvarez Izquierdo,2,40.53,14,0,David Moyes,18,9,1,100,1,10,3,82.35,Real Sociedad,12,5,3,2,4231,1,2,6,9,51.92,9,4,Real Betis,Pepe Mel,10,2,4,6.17,1,21,2,0,8,2,52.99,Benito Villamarín,14,23,67.66,12-09-15,19,6.46,7,65.62,59.47,14,La_Liga
23,20,5,12,81.69,6.43,55.26,10,"Marc-André ter Stegen,Sergi Roberto,Javier Mascherano,Thomas Vermaelen,Jordi Alba,Ivan Rakitic,Andrés Iniesta,Sergio Busquets,Rafinha,Luis Suárez,Neymar",3,6,25,17,17,6.29,5,3,11,72.08,7,1,17,90,1,14,3,5,1,36.36,"Jan Oblak,Juanfran,Diego Godín,Giménez,Filipe Luis,Óliver Torres,Tiago,Gabi,Koke,Antoine Griezmann,Fernando Torres",78.7,5,7,17,2,10,76.47,5,442,2,10,Antonio Miguel Mateu Lahoz,1,31.07,14,0,Luis Enrique,5,17,0,56.25,1,11,4,84.09,Barcelona,13,0,4,0,433,0,5,3,11,67.57,8,10,Atletico,Diego Simeone,5,3,4,6.21,1,40,1,2,4,3,27.92,Vicente Calderón,28,21,65.32,12-09-15,24,6.43,11,66.09,68.93,13,La_Liga
24,17,3,6,77.56,6.6,43.48,16,"Jaume,João Cancelo,Shkodran Mustafi,Aymen Abdennour,José Gayá,Enzo Pérez,Javi Fuego,Daniel Parejo,Sofiane Feghouli,Álvaro Negredo,Pablo Piatti",3,7,16.67,16,43,6.22,3,7,5,59.62,9,0,14,91.67,4,15,4,2,2,28.57,"Iván Cuéllar,Alberto Lora,Bernardo,Luis Hernández,Isma López,Pablo Pérez,Sergio Álvarez,Omar Mascarell,Jony,Alen Halilovic,Antonio Sanabria",81.92,7,6,43,1,13,64.29,4,442,10,1,Carlos del Cerro Grande,2,41.62,15,0,Nuno Espírito Santo,22,14,0,38.46,0,15,5,81.75,Valencia,9,4,5,2,433,3,7,6,15,58.55,9,6,Sporting Gijon,Abelardo Fernández,11,8,9,6.33,0,36,2,1,1,3,40.38,El Molinón,30,11,57.53,12-09-15,27,6.38,18,64.88,58.38,17,La_Liga
25,21,5,14,50.84,6.48,65.38,13,"Asier Riesgo,Ander Capa,Mauro Dos Santos,Iván Ramis,Antonio Luna,Gonzalo Escalante,Dani García,Keko,Adrián,Saúl Berjón,Sergi Enrich",2,4,20,11,32,6.18,0,2,12,48.43,8,0,9,91.67,7,13,0,3,4,36.36,"Carlos Kameni,Roberto Rosales,Marcos Angeleri,Raúl Albentosa,Arthur Boka,Fernando Tissone,Recio,Ricardo Horta,Nordin Amrabat,Juan Carlos,Charles",53.32,9,7,32,0,5,45.51,3,4231,11,8,Alberto Undiano Mallenco,1,54.25,13,0,José Luis Mendilibar,18,9,0,70.83,0,12,4,89.1,Eibar,18,2,4,3,4231,0,9,5,10,65.94,3,3,Malaga,Javier Gracia,13,4,5,6.29,1,28,1,0,5,3,51.57,La Rosaleda,14,23,58.98,13-09-15,29,6.37,11,62.72,45.75,7,La_Liga
26,22,12,14,58.22,6.35,50,16,"Javi Varas,David Simón,Antolin Alcaraz,Pedro Bigas,Dani Castellano,Roque,Juan Emmanuel Culio,Hernán,Jonathan Viera,Willian José,Sergio Araujo",0,4,50,19,16,6.35,4,0,10,42.35,17,2,15,72.73,7,7,6,0,3,50,"Sergio Álvarez,Hugo Mallo,Cabral,Fontàs,Jonny,Augusto Fernández,Pablo Hernández,Daniel Wass,Orellana,Iago Aspas,Nolito",64.32,10,6,16,3,7,60.42,3,433,11,6,Javier Estrada Fernández,4,63.64,7,1,Paco Herrera,19,15,2,58.33,3,14,7,73.81,Las Palmas,12,1,7,6,442,1,10,8,25,81.7,12,2,Celta Vigo,Eduardo Berizzo,14,12,8,6.13,0,42,4,3,6,1,57.65,Balaídos,28,16,77.78,13-09-15,26,6.59,14,66.67,36.36,9,La_Liga
27,8,5,10,61.19,6.14,44.05,5,"Vicente Guaita,Vigaray,Alexis,Emiliano Velázquez,Roberto Lago,Mehdi Lacen,Juan Rodríguez,Pedro León,Víctor Rodríguez,Ángel Lafita,Stefan Scepovic",1,5,48.15,12,46,6.53,4,3,13,44.54,11,2,8,73.44,12,21,2,3,6,48.89,"Gorka Iraizoz,De Marcos,Gurpegi,Etxeita,Íñigo Lekue,San José,Beñat,Markel Susaeta,Raúl García,Aketxe,Aduriz",60.74,3,8,46,0,9,72.22,4,4231,10,3,Pedro Jesús Pérez Montero,5,53.63,21,0,Fran Escribá,25,8,2,55.56,3,19,8,73.15,Getafe,15,2,8,3,4231,2,3,8,14,62.73,7,5,Athletic Club,Ernesto Valverde,15,6,11,5.94,5,29,5,1,4,8,55.46,San Mamés,19,21,65.67,13-09-15,32,6.81,17,70,46.37,12,La_Liga
28,13,2,11,64.46,6.4,72.73,6,"Alphonse Areola,Mario,Víctor Ruiz,Eric Bailly,Jaume Costa,Nahuel,Tomás Pina,Manu Trigueros,Samu Castillejo,Cédric Bakambu,Roberto Soldado",1,2,100,16,20,6.18,5,1,11,52.61,8,0,8,50,8,9,4,3,2,70,"Andrés Fernández,Miguel Lopes,Jean-Sylvain Babin,Lombán,Cristiano Biraghi,Rene Krhin,Rubén Pérez,Success,Javi Márquez,Rubén Rochina,Youssef El-Arabi",70.76,5,3,20,1,7,58.33,2,4231,12,7,Jesús Gil Manzano,3,54.03,9,0,Marcelino García Toral,18,8,0,83.33,1,6,12,61.81,Villarreal,15,6,12,0,442,5,5,10,13,71.77,9,6,Granada,José Ramón Sandoval,21,2,3,6.11,0,22,3,3,1,0,47.39,Los Cármenes,11,25,65.68,13-09-15,33,6.2,18,62.5,45.97,8,La_Liga
29,6,5,6,53.46,6.79,60,4,"Germán Lux,Laure,Sidnei,Alejandro Arribas,Fernando Navarro,Juanfran,Celso Borges,Faycal Fajr,Pedro Mosquera,Luis Alberto,Lucas Pérez",1,5,27.78,12,42,6.07,8,2,10,32.76,6,4,6,80.56,5,25,2,0,4,23.02,"Juan Carlos,Quini,Antonio Amaya,Diego Llorente,Nacho,Roberto Trashorras,Raúl Baena,Patrick Ebert,Pablo Hernández,Adrián Embarba,Javi Guerra",49.77,2,6,42,1,11,66.67,3,4231,9,2,Ricardo de Burgos Bengoetxea,3,61.42,25,2,Víctor Sánchez del Amo,23,6,1,50,1,16,6,82.72,Deportivo,9,5,6,2,451,2,2,6,8,72.38,5,4,Rayo Vallecano,Paco Jémez,10,2,10,6.49,2,16,3,3,4,4,67.24,Campo de Fútbol de Vallecas,10,16,75.55,14-09-15,35,6.16,26,62.5,38.58,14,La_Liga
